,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,HV1,HV2,KV1,KV2,AV1,Vfdt1,Vfdt2,HR1,HR2,HR3,THR1,THR2,HR4,HR5,HR6,THR4,THR5,HR7,HR8,HR9,THR7,THR8,H1,H2,H3,H4,H5,H6,H7,TH2,TH3,TH5,TH6,H8,H9,H10,H11,H12,H13,H14,TH9,TH10,TH12,TH13,H15,H16,H17,THR15,THR16,K1,K2,K3,K4,K5,K6,K7,TK2,TK3,TK5,TK6,K8,K9,K10,TK8,TK9,K11,K12,K13,TK11,TK12,A1,A2,A3,A4,A5,A6,A7,TA2,TA3,TA5,TA6,A8,A9,A10,TA8,TA9,F4,F5,HM1,HM2,THM1,THM2,HM3,HM4,THM3,THM4,HM5,HM6,THM5,THM6,KM1,KM2,TKM1,TKM2,KM3,KM4,TKM3,TKM4,KM5,KM6,TKM5,TKM6,AM1,AM2,TAM1,TAM2,AM3,AM4,TAM3,TAM4,AM5,AM6,TAM5,TAM6
M_DR_L080M1NAAA,60.213781000000004,39.786219,0.775443,66.848563,1.226667,49.482376,0.642675,55.403045,0.39555999999999997,34.1,0.685,88.39872199999999,0.428333,0.173333,-27.047381,52.175211,166.452244,-134.75356000000002,-93.075521,20.949559,1.937702,27.408333000000002,8.923667,18.484667,52.796826,92.353263,16.269,3.305,12.964,16.490942999999998,55.52098,25.768667,1.7516669999999999,24.017,97.222222,43.346942,24.963,24.967667000000002,2.4386669999999997,14.155667000000001,34.967,14.155667000000001,32.528333,0.157978,52.740019,81.032286,60.213781000000004,-4.292,11.54,-4.689,-4.115333000000001,-2.801333,-8.284,19.824,19.394003,20.238095,74.598545,85.543529,-34.272,-45.305333000000005,11.033333,47.557756,85.754986,2.166667,34.239667,-2.562667,35.641667,51.256667,-0.031333,54.182,59.801428,9.931823,69.34607,99.052133,10.076,-8.202667,18.278667000000002,21.722441,69.040868,8.611667,-1.082,9.693667,48.938857,68.232027,-15.726,7.889333000000001,-15.971667000000002,-10.603,-9.047333,-16.212,24.605332999999998,41.423334000000004,0.6822560000000001,87.554419,98.441632,-25.083333,-55.355,30.271666999999997,65.943325,17.263134,30.056666999999997,-37.93,0.21066700000000002,-0.536667,34.13769,35.484842,0.590667,-0.150333,23.302267999999998,54.922824,0.034667,-0.071,23.158854,19.787067,0.08366699999999999,-0.156,42.497015000000005,1.7302819999999999,0.511667,-0.092,23.414193,54.520646,0.063667,-0.033333,23.963162,55.992792,0.411667,-0.007333,46.092025,57.219676,0.19933299999999998,-0.016333,45.694138,68.38624300000001,0.296,-0.006667,45.800711,32.158384999999996
M_IZ_L080M1NAAA,66.638245,33.361755,0.81831,70.543966,1.286667,47.110682000000004,0.6412760000000001,55.282403,0.42275,36.443965999999996,0.601667,100.87805300000001,0.488333,0.196667,-62.359054,135.690685,210.07637799999998,-162.374355,-176.795174,25.309994,23.281198,28.435667,8.923667,19.512,72.824825,46.019913,-3.305,-16.725333,13.420333,10.883239999999999,71.00950999999999,1.097333,-26.126333,27.223667,98.564815,56.489275,61.069,61.247,1.4,20.111667,63.526667,20.111667,62.210667,1.544402,58.028153,95.951916,66.638245,-4.416333,7.671333,-15.374332999999998,-14.371,-2.613,-14.573,23.364,13.483215,64.161429,83.18904599999999,67.378986,15.688667,-2.695667,18.384332999999998,77.006685,65.223456,22.696667,50.098667,15.21,51.976,73.875333,18.506,60.039333,66.24565600000001,42.182860999999995,74.059488,99.292596,1.578,-14.719667000000001,16.297667,33.037037,68.988238,8.905667,-9.639333,18.545,47.104193,90.45474,2.960667,20.516667,-11.350333000000001,-11.61,5.657667,-12.290667,33.062333,52.107803999999994,66.116956,96.474117,67.08269,9.179,-6.273667,15.452667000000002,60.674406999999995,71.23561099999999,45.546667,-41.426667,0.879333,-0.261,4.818497,78.493922,0.608667,-0.14066700000000001,26.557289,23.545653,0.139667,-0.053,11.955438000000001,25.373427,0.474,-0.303,10.527671,2.342575,0.317333,-0.087,32.723956,2.851816,0.08733300000000001,-0.053333000000000005,49.664325,5.398935,0.916667,-0.084,52.314296,68.224028,0.202,-0.057,48.19028,1.0231299999999999,0.070333,-0.127333,18.655048,46.913556
M_DR_L085M2NAAA,74.666629,25.333371,0.674523,46.200228,1.7733330000000003,33.850301,0.380713,26.076253,0.341197,23.369635,0.86,69.772186,0.463333,0.461667,-51.476751,38.797946,69.347533,-92.471409,-23.701439999999998,9.45358,72.002675,15.458332999999998,10.058,5.400333,17.678043,48.734460999999996,4.124333,-5.387333,9.511667,50.479294,34.843234,7.420333,-7.092667,14.513,43.262071999999996,30.083565000000004,46.915,47.296667,2.574333,20.510333,49.064667,20.510333,46.490333,4.075133999999999,63.028503,92.82203299999999,74.666629,-2.850333,9.678,-6.759333,-6.943,-3.921,-7.906667,17.584667,49.623844,74.38454300000001,97.307335,77.688869,2.142,-6.4103330000000005,8.552333,32.226329,67.371922,28.127333,51.925333,9.972333,52.973,58.937,25.028,48.964667,74.38454300000001,48.746807000000004,78.532106,100.0,-2.0036669999999996,-8.058667,6.055,82.835934,53.375530000000005,-3.921667,-16.226,12.304333,6.866445,79.837586,7.040667,17.459332999999997,-0.460667,1.501667,16.642332999999997,0.805667,18.49,58.727180000000004,49.252862,89.066696,82.607534,13.218,-1.331,14.549,69.97006,31.913366999999997,45.126667,-43.903333,0.35,-0.242,15.962419,85.000399,1.078667,-0.060667,40.984628,81.329234,0.164667,-0.042332999999999996,24.322929000000002,2.353072,0.510333,-0.13,22.014439000000003,0.831025,0.44,-0.065,44.828451,3.5783139999999998,0.057,-0.016,53.737407999999995,67.24410999999999,0.627333,-0.07433300000000001,57.862669999999994,4.716813,0.101667,-0.004667,48.540281,1.795968,0.002667,-0.055,50.14452,57.194464
M_IZ_L085M2NAAA,74.085286,25.914714,0.645663,44.223516,1.785,33.629523999999996,0.361715,24.775018,0.304467,20.853881,0.925,65.018291,0.448333,0.411667,-39.151216999999995,11.769701,21.299494,-63.479341000000005,-81.216767,12.749322,0.077955,16.455333,9.149666999999999,7.305667,56.858419,32.546224,4.171,-4.670667,8.841667,36.831008000000004,58.551862,3.481,-6.23,9.711,36.835570000000004,60.536055000000005,43.576,43.584666999999996,10.665667,21.625,44.363333000000004,21.625,34.947666999999996,2.017291,59.413277,96.72792,74.085286,-4.294333,9.116,-7.706333,-7.695,-2.441,-7.760333,16.918,48.105137,73.525711,92.553639,74.909945,2.582667,-11.313,13.895667000000001,60.900353,47.533116,28.221667,47.938333,16.265333,47.995667,51.237333,29.813,34.972,73.80504,43.391428999999995,81.06965699999999,100.0,-4.286333,-13.387667,9.101333,59.871876,72.12539699999999,9.752333,-1.135,10.887333,74.35851,63.102543000000004,4.779333,17.604333,-1.849,2.401333,12.703,2.401333,19.453332999999997,53.634859999999996,26.455115999999997,87.146946,74.085286,26.584667,3.1846669999999997,23.4,69.31795,34.586909999999996,41.516667,-39.706666999999996,0.307,-0.2,19.366897,78.654605,0.976,-0.084333,37.921337,71.41339,0.20133299999999998,-0.023333,23.821627,73.51513,0.542667,-0.091,22.61659,91.433993,0.453667,-0.041667,40.112839,71.054078,0.069333,-0.009333,48.865893,67.063461,0.705,-0.069,54.00618000000001,3.920493,0.162,-0.004333,50.687386,91.279492,0.008333,-0.156,49.055013,58.533368
M_DR_L091M2NAAA,67.143497,32.856503000000004,1.146883,63.715741,1.5933329999999999,37.711214,0.720249,40.013833,0.60616,33.675556,0.873333,68.787261,0.483333,0.258333,-48.341004,31.239634000000002,66.139193,-155.407649,10.754474,41.829615999999994,26.154341,9.126667,5.432,3.694667,80.104327,36.414491,2.8,-3.057667,5.857667,18.946493,68.227087,4.971,-3.500667,8.471667,31.790195,83.34421400000001,26.367,26.369,-14.578332999999999,5.1443330000000005,32.590666999999996,5.1443330000000005,47.169,0.215054,54.366358999999996,86.503456,67.143497,-3.062667,4.992333,-8.231667,-8.443,-1.563333,-9.287,14.279333,25.951741000000002,66.829237,98.602151,70.41026600000001,8.286,-3.055,11.341,65.277778,70.451229,1.219,45.747667,-3.181333,47.296,64.777,0.107333,67.958333,66.829237,35.551075,74.280594,98.230287,10.161667,-2.05,12.211667,71.608423,46.444571999999994,28.856,8.939333,19.916667,70.82373299999999,65.972222,1.8773330000000001,14.822,-17.489667,-15.435667,11.857667,-15.435667,32.311667,43.351254,45.431388,87.760497,67.143497,19.009667,-21.574333,40.584,63.545827,42.03597,61.8,-88.186667,0.456,-0.5263329999999999,1.0503069999999999,68.676395,0.9716670000000001,-0.122,42.077573,1.149514,0.034667,-0.162,76.033666,41.970046,0.092667,-0.689333,73.604711,42.50768,0.303333,-0.14266700000000002,20.608679000000002,1.149514,0.135,-0.017,41.970046,40.345622,1.519667,-0.07333300000000001,44.790067,1.033666,0.291,-0.011333,47.593446,44.251152000000005,0.209333,-0.076,43.086278,56.483615
M_IZ_L091M2NAAA,70.052739,29.947260999999997,1.224173,68.00963,1.615,37.166489,0.758206,42.122549,0.618013,34.334074,0.741667,80.91954,0.523333,0.35,4.04565,52.502559,114.395401,-161.17242199999998,-67.91632800000001,-0.9234110000000001,88.174899,9.311,5.380667,3.930333,39.288522,22.088353,3.057667,-3.899,6.9566669999999995,22.719518,72.43584,3.500667,-3.527333,7.028,37.651465,54.348307999999996,27.280333000000002,27.463,-9.956333,6.368333,31.264667,6.368333,41.221,1.149777,60.24960600000001,89.370887,70.052739,-3.984667,1.702333,-12.849333,-12.998667,-6.088,-13.664333,15.366667000000001,39.874815000000005,69.743018,100.0,72.23602199999999,25.997,7.350667,18.646333,34.271819,68.008849,3.5076669999999996,50.850333,1.272,52.262,66.401333,1.444667,65.47466700000001,69.743018,41.430153000000004,76.042585,97.913353,23.187333,5.561333,17.626,82.649902,41.26162,18.098333,-12.975,31.073333,73.674723,99.789695,5.605,13.468333,-14.947332999999999,-15.133667,18.341333,-15.510667000000002,33.871666999999995,46.736726000000004,69.743018,81.51339200000001,70.784863,20.23,-26.723333,46.953333,44.477587,77.068384,127.846667,-52.646667,0.591333,-0.24,9.131704,72.23781600000001,0.941333,-0.265667,50.155935,1.34305,0.072,-0.123,15.786256,47.797753,0.139,-0.636,34.738853000000006,47.201709,0.56,-0.08633300000000001,22.19752,32.678486,0.212,-0.008,50.261088,3.149293,1.510667,-0.059,49.842449,2.988468,0.344667,-0.009,54.059135,57.514984999999996,0.017,-0.571667,4.521026,54.78175699999999
M_DR_L139M1NAAA,79.858713,20.141287,0.708287,42.159921000000004,2.1966669999999997,27.327252,0.322669,19.206488,0.39838,23.713095000000003,1.075,55.813953000000005,0.446667,0.66,-18.600239000000002,16.05874,32.339909000000006,-218.42879100000002,-28.319004,14.510753,109.01048300000001,25.067332999999998,20.419667,4.647667,34.044035,39.398241999999996,5.076,-3.3483330000000002,8.424333,14.41871,65.514096,0.263667,-7.384333,7.648,28.021309000000002,70.428965,44.719667,45.013,15.395,44.554333,54.824,43.775,39.429,27.157738000000002,56.71532,88.960962,92.68916800000001,1.219,6.302,-5.289667,-2.859,3.528,-2.859,11.591667,17.029523,72.414772,96.056066,79.858713,-0.216,-7.695667,7.479667,34.988582,47.077605,5.935333,64.232667,0.392667,64.651,71.092333,2.074,70.84433299999999,79.630986,19.853373,84.558401,99.070549,3.456667,-6.932,10.388667,31.377585999999997,80.34209399999999,-6.5193330000000005,-22.010667,15.491333,64.97762900000001,66.115093,4.086666999999999,23.241,-31.624333,-31.831333,7.601667,-33.678,56.995332999999995,63.696121999999995,79.55658100000001,97.40991899999999,80.844206,15.988332999999999,-6.788333000000001,22.776667,66.27735600000001,87.97815,56.57666700000001,-74.626667,0.241333,-0.299,6.739357000000001,64.936541,0.983333,-0.088,27.769865999999997,92.005335,0.052,-0.031,41.457652,87.383214,0.292333,-0.10866700000000001,54.12792099999999,97.021006,0.638667,-0.034667,32.382961,91.85518499999999,0.032667,-0.018,60.751153,27.236221,0.158333,-0.145333,58.292623999999996,27.029415999999998,0.10766700000000001,-0.011,34.13821,92.005335,0.028332999999999997,-0.029332999999999998,25.593698999999997,71.71555
M_IZ_L139M1NAAA,79.561277,20.438723,0.719063,42.801389,2.181667,27.518109999999997,0.33008000000000004,19.647645,0.320683,19.088294,1.106667,54.339678,0.44166700000000003,0.633333,-14.969005,11.935493,32.403643,-172.700142,-24.619051000000002,18.24774,341.04873599999996,24.293,20.407667,3.885333,52.536683999999994,59.640715,3.3483330000000002,-7.530333000000001,10.878667,14.596972000000001,61.026858999999995,7.542667,-0.825667,8.368333,51.144366,69.052965,38.617667,38.869333000000005,13.993667000000002,35.084,45.194666999999995,35.052333000000004,31.201,25.794531,55.686232999999994,89.338252,87.026169,-5.146333,0.774,-12.364333,-10.842,-5.378,-10.842,13.138333,21.722263,72.298303,93.52906800000001,79.561277,3.9123330000000003,-9.427,13.339332999999998,89.830692,22.185454999999997,8.019,61.225,0.888,61.743667,67.717667,5.866333,66.829667,79.331959,16.457489000000002,83.840063,99.60876400000001,6.893667,-2.492,9.385667,86.143001,64.597852,1.245333,-11.101,12.346333,56.50224300000001,75.51612800000001,0.297667,20.769333,-37.825333,-32.919667,13.966332999999999,-32.919667,58.594667,59.352063,76.821401,90.501343,79.561277,18.420333,-20.663667,39.084,65.264737,86.803852,84.406667,-51.56,0.372667,-0.251333,40.881415999999994,95.532904,0.858,-0.075333,14.368751000000001,97.951308,0.046667,-0.022667,85.582277,85.49604599999999,0.105333,-0.205333,64.535588,69.031993,0.552667,-0.034,14.137269,87.608723,0.028667,-0.011667,71.28415600000001,41.650568,0.290667,-0.03,57.515359,3.589757,0.10866700000000001,-0.007667,51.384498,93.261627,0.006,-0.05466699999999999,2.72796,71.976446
M_DR_L148M1NAAA,67.88081700000001,32.119183,0.9627129999999999,63.336404,1.276667,47.00527,0.7543979999999999,49.631437,0.47561000000000003,31.290132,0.633333,94.773327,0.536667,0.18,-57.799409999999995,52.73060600000001,84.097631,-147.117932,-22.933624,-9.937016999999999,69.764698,40.321667,30.118333000000003,10.203333,95.96499200000001,43.488079,13.414667000000001,4.440333,8.974333,12.301768,71.664516,30.111333000000002,13.412332999999999,16.699,8.896869,60.55127099999999,56.48433299999999,56.496,24.951332999999998,37.127,63.133667,37.127,38.182333,0.265604,54.314969,93.349787,67.88081700000001,-14.978,3.602667,-15.481333,-7.684667,-7.684667,-17.858667,21.951667,53.01029200000001,2.643737,67.88081700000001,99.73439599999999,-14.608332999999998,-29.692,15.083667000000002,64.75312,5.504036,8.601,48.519667,8.09,49.379333,57.341667,8.433667,49.643333,67.48910699999999,4.738108,74.801822,99.353483,-2.470333,-10.690667,8.220333,83.943545,57.305054000000005,-16.767667000000003,-26.973667,10.206,57.437856000000004,70.963542,8.077667,8.095667,-9.183,-7.039667,9.668333,-7.039667,18.851333,0.1287,64.869137,89.151514,67.88081700000001,11.57,-13.068,24.638,85.375414,90.494792,81.106667,-45.17,0.43733299999999997,-0.387333,13.852866,52.619004000000004,0.935667,-0.083,22.745997,98.571993,0.060333000000000005,-0.036333,48.722188,65.353064,0.304,-0.215,53.411715,95.170773,0.274,-0.106333,31.227812,6.138669,0.075667,-0.003333,39.297049,70.87458199999999,1.042,-0.186333,44.525193,6.014734,0.295333,-0.036333,52.744448,7.039569999999999,0.124333,-0.044667,23.001467,42.598265999999995
M_IZ_L148M1NAAA,60.435901,39.564099,1.059197,69.683991,1.35,44.556438,0.7865850000000001,51.748983,0.583587,38.39386,0.716667,84.37654599999999,0.41,0.223333,-49.377782,18.586768,41.463433,-101.450476,-28.870564,-0.210317,-0.616933,40.321667,27.050333000000002,13.271332999999998,43.209427000000005,93.478691,-2.524,-13.924,11.4,98.25174799999999,58.441179000000005,-8.307333,-30.816667,22.509332999999998,100.0,54.164278,64.886333,66.739,41.836,48.680333000000005,66.121667,48.540333000000004,25.248333,7.696028999999999,48.772082,100.0,62.602914,5.094,10.689,-2.3616669999999997,-2.429,0.638667,-3.7793330000000003,14.468333,20.287667000000003,59.948046999999995,100.0,76.461383,14.997333,3.1086669999999996,11.888667,70.920849,17.098385999999998,23.430332999999997,49.276666999999996,20.664,49.962,58.102667000000004,25.326667,37.438666999999995,60.064597,41.179701,70.860507,99.235739,-1.6753330000000002,-11.956333,10.281,92.825932,61.638256999999996,5.138,-9.635,14.773,53.059118000000005,77.51356899999999,-8.317333,9.976333,-9.819666999999999,-9.057333,-7.084667,-9.73,19.925333,25.255098999999998,41.70772,83.952004,83.99617099999999,25.313,1.192,24.121,97.126319,66.691387,84.28666700000001,-63.91,0.976,-0.261333,14.619045999999999,72.605506,0.649,-0.017667,20.63685,96.669318,0.095667,-0.021333,19.203692999999998,96.552768,0.235,-0.270667,13.744685999999998,34.051987,0.303,-0.018,42.088615999999995,96.552768,0.072,-0.011667,47.519968,1.87172,0.851667,-0.008667,41.715013,69.349582,0.448667,-0.008667,43.409374,90.660321,0.002667,-0.214333,90.06693100000001,44.255629
M_DR_L148M6NAAA,72.843982,27.156018,0.9568629999999999,58.714868,1.303333,46.09603,0.734554,45.073646999999994,0.46790699999999996,28.711953,0.58,103.514172,0.411667,0.25166700000000003,-56.336445,92.804482,150.443558,-199.872361,-96.719949,40.254605,45.952939,35.761333,22.248667,13.512667,100.0,49.972266999999995,13.33,1.489,11.841,14.226142999999999,76.934152,27.524333000000002,9.029667,18.494667,8.475372,69.65718199999999,52.61366700000001,53.38466700000001,15.383,35.225667,54.191,35.225667,38.985333000000004,3.587104,57.530172,94.663063,72.843982,-14.987333,7.203333,-15.174332999999999,-6.7306669999999995,-6.7306669999999995,-13.840333,22.736667,48.923565,2.235435,72.843982,88.02776,-17.356,-29.074333000000003,11.718333,12.545042,15.425747,1.444667,53.081332999999994,1.298,53.894332999999996,59.528,-1.438333,60.966333,72.459849,10.03861,77.586919,99.109633,-1.221333,-10.179,8.957667,90.007894,64.037976,3.3746669999999996,-13.389667000000001,16.764332999999997,56.178174,33.995367,3.767,16.921,-8.351333,-6.263333,5.6296669999999995,-6.263333,25.272333,54.495938,70.916715,88.726793,72.843982,18.239,-21.134,39.373,87.58099200000001,67.445309,79.95,-76.7,0.626667,-0.814333,37.531835,55.096669999999996,0.859667,-0.262667,43.631890999999996,94.094261,0.069333,-0.087,35.502596999999994,59.009524,0.386333,-0.31466700000000003,60.778576,98.079332,0.345667,-0.189,40.815629,37.253935,0.110667,-0.010333,56.435904,42.984338,1.058333,-0.197667,55.46887099999999,4.981236,0.344333,-0.077333,55.715038,21.599749,0.158333,-0.160667,47.943265999999994,64.284143
M_IZ_L148M6NAAA,66.894686,33.105314,0.9547899999999999,58.587906999999994,1.243333,48.271182,0.767987,47.125134,0.486883,29.875954999999998,0.663333,90.523969,0.353333,0.226667,-35.905108,20.982471,73.833127,-96.400564,-35.5373,37.410153,22.102520000000002,35.93,22.218332999999998,13.711667000000002,51.109814,64.921355,-1.489,-13.901667000000002,12.412666999999999,22.51435,69.453548,-9.029667,-25.225667,16.196,14.924320000000002,56.03593000000001,48.37,50.953333,31.573333,37.17,48.608333,37.17,19.38,8.988472,52.284518,91.503514,66.894686,4.502333,11.563,0.203,0.063667,3.284667,-1.136333,12.699333,30.590096000000003,66.492426,95.511204,74.799547,17.389332999999997,-2.091,19.480332999999998,75.744179,22.394799,10.694333,39.73,9.770333,40.323,44.190667,9.96,35.054,66.492426,12.996982000000001,71.58915,98.27073100000001,-1.359,-14.009,12.65,35.223045,62.604518999999996,-11.935,-35.582667,23.647667000000002,50.299649,79.35299499999999,-6.324667,14.249667,-12.203667,-11.468667,-1.073667,-11.468667,26.453333,48.141011,65.556833,93.590952,66.894686,23.641667,-38.655667,62.297332999999995,87.77628100000001,27.425558000000002,43.183333000000005,-62.91,0.541667,-0.391333,19.664419,61.06031,0.747667,-0.208,26.260340000000003,63.805876,0.055666999999999994,-0.027667,35.321479,80.206974,0.224,-0.170667,27.803165000000003,97.597061,0.192,-0.183,22.458226999999997,56.447453,0.015333000000000001,-0.024333,34.995928,55.908018000000006,0.685,-0.091667,49.340109000000005,2.812657,0.05,-0.235333,56.468461,22.11887,0.402333,-0.033,48.944173,3.8682559999999997
M_DR_L157M1NAAA,73.409487,26.590513,1.1384729999999998,79.61352,1.441667,41.622607,0.789778,55.22920799999999,0.581507,40.664802,0.675,88.89214100000001,0.445,0.201667,-61.418904000000005,71.511881,32.779615,-82.274343,-49.737359000000005,-10.73667,67.649307,28.402,10.871667,17.530333,22.895121,49.943957,1.423667,-10.212333000000001,11.636,47.481775,66.119556,5.9503330000000005,-26.213333,32.163667,34.647954999999996,28.070175,60.69,66.348333,12.497,28.193,59.987,28.193,53.851333,7.050038000000001,58.257146,98.72441500000001,73.409487,12.328667,13.700667000000001,1.410333,2.109,17.438667000000002,-0.534333,20.217667000000002,3.7750510000000004,65.120798,97.435429,78.919063,-23.489,-49.880333,26.391333000000003,61.14599200000001,9.321193,41.048333,52.782667000000004,34.167333,46.261666999999996,54.757,40.092,20.589667000000002,10.634329,17.543976,87.85726899999999,100.0,-24.473,-52.414333,27.941333,33.915325,84.388351,17.221332999999998,-4.089333,21.310667000000002,24.823093,57.456791,-12.783667,11.033333,-19.855332999999998,-15.790667000000001,3.4153330000000004,-15.790667000000001,30.888666999999998,19.982042,68.091771,90.508809,73.409487,-9.601333,-67.43566700000001,57.834332999999994,72.986028,13.641535999999999,33.133333,-103.25666700000001,1.128,-0.911667,3.583073,55.020194,1.564667,-0.883,3.5858769999999995,62.30536899999999,0.327333,-0.127667,25.255798000000002,61.728401,1.8556669999999997,-0.486333,10.287474000000001,33.913255,0.443,-0.621667,100.0,27.627857000000002,0.033667,-0.17566700000000002,100.0,46.790502000000004,0.302667,-0.064667,36.616632,65.66256800000001,0.017667,-0.11233299999999999,92.298743,37.944888,0.857667,-0.018333000000000002,37.566457,67.579909
M_IZ_L157M1NAAA,66.33138000000001,33.668620000000004,1.1199700000000001,78.31958,1.321667,45.399109,0.847108,59.238319999999995,0.538463,37.654779,0.646667,92.792103,0.383333,0.291667,-56.437286,56.102367,29.269070000000003,-75.63595600000001,-70.63940799999999,-7.312457000000001,39.085349,26.280333000000002,9.637667,16.642667000000003,73.895039,48.854962,12.211,-0.283333,12.494333000000001,28.536313,46.877997,23.384332999999998,1.8603330000000002,21.524,30.766788000000002,26.691729,47.636,48.243,2.5886669999999996,6.629333,43.490666999999995,6.629333,45.829667,6.5606800000000005,62.67390699999999,99.239995,66.33138000000001,1.107,15.891667000000002,-6.678667,10.156667,10.156667,-8.503667,26.856333000000003,54.825635,29.739753000000004,66.33138000000001,87.14360400000001,-12.683333,-33.947666999999996,21.264332999999997,98.730616,53.121779000000004,33.731333,41.756667,29.731,32.283667,46.757667,29.650333000000003,17.248333,9.836474,25.458338,83.349812,100.0,-7.1603330000000005,-20.886333,13.726,47.297038,72.204886,22.828332999999997,4.477666999999999,18.350667,48.367978,77.047411,-7.538667,15.926667000000002,-13.181,-10.377333,6.327,-10.899333,29.152,37.075918,43.566936,86.50411899999999,77.527309,17.551667000000002,-47.889333,65.441,71.52408199999999,31.470257,44.29,-49.483333,1.470333,-1.174667,3.279147,53.345822999999996,0.795667,-0.32,3.153834,62.925952,0.182,-0.085,25.096942000000002,67.552155,1.221333,-0.520667,9.711160000000001,66.917293,0.455,-0.187667,50.466498,11.023667,0.204,-0.033667,53.720366000000006,16.306213,0.893667,-0.075,43.365377,23.764521,0.116,-0.077667,40.466018,4.539911,0.57,-0.23766700000000002,36.05041,55.994126
M_DR_L157M2NAAA,72.10627099999999,27.893728999999997,1.04849,72.811806,1.17,51.320902000000004,0.896609,62.264479,0.534387,37.110184999999994,0.59,101.870328,0.425,0.22,-97.775425,52.732778,27.791733,-120.47061699999999,-31.933096999999997,-8.621449,57.546687,35.548333,20.048667000000002,15.499667,29.231751000000003,32.492996999999995,-2.522333,-12.568,10.045667,49.634370000000004,32.306878000000005,7.857333000000001,-18.302667,26.16,49.894420000000004,33.341425,66.375667,69.671667,24.395332999999997,41.092667,65.651667,41.035667,45.276333,8.42152,53.729535,99.02371,72.24632700000001,6.598333,10.026333000000001,-4.366,2.679667,11.491333000000001,-2.1766669999999997,18.787667000000003,22.226173,38.942552,98.462314,84.149401,-13.819667,-36.324667,22.505,94.33665,41.874261,44.849,56.807,38.694,53.19133299999999,65.838667,44.241,27.546333,12.70694,25.278116,86.63159499999999,100.0,-17.729,-40.158333,22.429333,66.809067,85.356078,20.936667,0.962333,19.974332999999998,21.491441000000002,67.843189,5.118,19.134332999999998,-10.186333,-1.086333,14.822332999999999,-1.086333,30.794333,24.010931,45.35457,92.743379,72.10627099999999,-9.547667,-48.120333,38.572666999999996,83.79491800000001,6.630342,30.136667,-69.0,0.784333,-0.978,9.063871,55.565861,0.878333,-0.727333,14.408957999999998,76.163423,0.255333,-0.162,52.148075,90.94539300000001,1.863,-0.516667,13.562288,66.80613699999999,0.275667,-0.242333,34.923088,32.776284000000004,0.022667,-0.197,0.427674,46.862472,0.548,-0.065,42.752406,63.736233999999996,0.023333,-0.08166699999999999,70.953069,31.380602000000003,0.568667,-0.018,44.031913,0.427674
M_IZ_L157M2NAAA,65.582494,34.417506,1.179193,81.888426,1.235,48.684273,0.959693,66.645332,0.644807,44.778240999999994,0.645,93.268455,0.326667,0.263333,-40.663555,49.814455,25.84957,-75.936193,-29.242587,5.289689,35.244149,37.643333,20.020332999999997,17.623,74.30774100000001,79.552083,11.765,1.6656669999999998,10.099333,69.237866,21.854438000000002,16.309667,-7.624333,23.934,51.992715999999994,0.982194,55.051,57.559667000000005,16.215,19.002,57.80133299999999,19.002,43.895,5.168922,58.703193999999996,100.0,65.582494,6.923667,12.925667,-2.446333,4.1376669999999995,9.017667,-5.802667,19.072667000000003,48.43156,34.075316,88.719899,86.538263,-4.178667,-19.820332999999998,15.641667000000002,78.03511999999999,61.725145,34.129667,45.763333,30.667666999999998,39.095667,49.695,33.434,19.027333,26.323961999999998,36.073871000000004,84.35530200000001,88.57001600000001,-5.739667,-15.132667000000001,9.393,46.330611,84.770342,15.301332999999998,3.911,11.390333,56.496838000000004,76.954661,3.214667,23.872667,2.078667,11.373333,20.066,-0.637667,24.693,31.21821,1.219441,84.631927,98.600533,7.985,-28.531,36.516,79.957709,48.498844,36.343333,-57.44,1.057667,-0.830333,35.156242999999996,51.406886,0.617333,-0.323333,55.168841,86.194553,0.11966700000000001,-0.10266700000000001,43.158231,62.414908999999994,1.470667,-0.467667,10.177369,32.616194,0.378333,-0.196667,50.287983000000004,41.610171,0.155333,-0.034667,52.653303,22.302157,1.001667,-0.028,41.853893,22.675808,0.070333,-0.093,41.481645,13.141515,0.23033299999999998,-0.13833299999999998,24.850288,52.955403000000004
