,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,HV1,HV2,KV1,KV2,AV1,Vfdt1,Vfdt2,HR1,HR2,HR3,THR1,THR2,HR4,HR5,HR6,THR4,THR5,HR7,HR8,HR9,THR7,THR8,H1,H2,H3,H4,H5,H6,H7,TH2,TH3,TH5,TH6,H8,H9,H10,H11,H12,H13,H14,TH9,TH10,TH12,TH13,H15,H16,H17,THR15,THR16,K1,K2,K3,K4,K5,K6,K7,TK2,TK3,TK5,TK6,K8,K9,K10,TK8,TK9,K11,K12,K13,TK11,TK12,A1,A2,A3,A4,A5,A6,A7,TA2,TA3,TA5,TA6,A8,A9,A10,TA8,TA9,F4,F5,HM1,HM2,THM1,THM2,HM3,HM4,THM3,THM4,HM5,HM6,THM5,THM6,KM1,KM2,TKM1,TKM2,KM3,KM4,TKM3,TKM4,KM5,KM6,TKM5,TKM6,AM1,AM2,TAM1,TAM2,AM3,AM4,TAM3,TAM4,AM5,AM6,TAM5,TAM6
M_DR_L087M2NAAA,68.219101,31.780899,0.977253,57.149318,1.611667,37.281252,0.607135,35.504954,0.551157,32.231384,0.791667,75.841977,0.478333,0.241667,-35.682889,61.809013,127.458686,-102.940631,-39.612654,22.631565,49.346558,29.113333,25.376667,3.736667,76.218940,43.915230,3.002667,-4.673333,7.676000,35.551438,33.333333,7.273000,-2.072333,9.345333,20.979699,82.470054,51.009000,51.017333,14.361667,29.152333,52.989667,29.152333,38.628000,0.322581,56.604617,88.811297,68.219101,-8.144667,1.538333,-10.452000,-6.651667,-4.752000,-9.686667,11.990333,48.309242,3.152075,83.082210,100.000000,-5.067333,-16.690333,11.623000,84.987710,16.082543,11.304000,44.770667,4.730333,45.835333,54.779333,4.984667,50.896000,67.908424,36.147304,73.804795,96.609609,9.235000,-2.955000,12.190000,75.811209,73.404988,-7.954667,-31.673000,23.718333,72.828004,96.706854,9.772000,16.920000,-2.752000,4.428000,18.192667,4.428000,21.034667,53.715067,5.379839,85.745109,68.219101,9.652667,-23.535000,33.187667,60.996301,18.046161,38.410000,-51.246667,0.570000,-0.370333,4.970289,69.292622,0.846000,-0.156333,32.365555,86.891326,0.081000,-0.047333,6.001193,49.085061,0.330667,-0.167333,13.825873,63.892219,0.569000,-0.052333,23.436066,68.748368,0.111667,-0.021000,49.498938,5.880680,1.161000,-0.120667,52.564193,6.540994,0.196333,-0.110667,56.497091,22.626787,0.149000,-0.070667,39.132783,58.897166
M_DR_L091M2NAAA,67.143497,32.856503,1.146883,63.715741,1.593333,37.711214,0.720249,40.013833,0.606160,33.675556,0.873333,68.787261,0.483333,0.258333,-48.341004,31.239634,66.139193,-155.407649,10.754474,41.829616,26.154341,9.126667,5.432000,3.694667,80.104327,36.414491,2.800000,-3.057667,5.857667,18.946493,68.227087,4.971000,-3.500667,8.471667,31.790195,83.344214,26.367000,26.369000,-14.578333,5.144333,32.590667,5.144333,47.169000,0.215054,54.366359,86.503456,67.143497,-3.062667,4.992333,-8.231667,-8.443000,-1.563333,-9.287000,14.279333,25.951741,66.829237,98.602151,70.410266,8.286000,-3.055000,11.341000,65.277778,70.451229,1.219000,45.747667,-3.181333,47.296000,64.777000,0.107333,67.958333,66.829237,35.551075,74.280594,98.230287,10.161667,-2.050000,12.211667,71.608423,46.444572,28.856000,8.939333,19.916667,70.823733,65.972222,1.877333,14.822000,-17.489667,-15.435667,11.857667,-15.435667,32.311667,43.351254,45.431388,87.760497,67.143497,19.009667,-21.574333,40.584000,63.545827,42.035970,61.800000,-88.186667,0.456000,-0.526333,1.050307,68.676395,0.971667,-0.122000,42.077573,1.149514,0.034667,-0.162000,76.033666,41.970046,0.092667,-0.689333,73.604711,42.507680,0.303333,-0.142667,20.608679,1.149514,0.135000,-0.017000,41.970046,40.345622,1.519667,-0.073333,44.790067,1.033666,0.291000,-0.011333,47.593446,44.251152,0.209333,-0.076000,43.086278,56.483615
M_DR_L092M1NAAA,73.311684,26.688316,0.759200,48.666667,1.600000,37.640368,0.475410,30.474974,0.398143,25.522009,0.815000,73.829002,0.453333,0.371667,-8.126410,35.362818,86.688902,-133.231320,-21.734351,2.234346,36.391034,17.772000,14.614000,3.158000,31.789586,78.731598,4.162000,-0.717000,4.879000,62.323808,63.770863,5.213667,-1.050667,6.264333,23.697756,63.784569,38.836000,38.888667,5.626333,27.489667,41.910667,27.489667,36.284333,2.938375,59.705964,86.485813,73.311684,-0.695667,8.285333,-6.411667,-6.406000,0.926000,-6.417000,14.723667,48.901815,72.696809,93.314332,73.539215,-6.470333,-15.499000,9.028667,71.896294,23.182135,13.830333,61.205667,6.597667,61.952000,64.739000,7.769667,58.232333,72.998014,42.366628,75.919645,95.823690,2.200667,-7.551000,9.751667,77.130636,95.569431,-3.784000,-17.397667,13.613667,12.703904,83.761389,-4.174667,13.549000,-8.044333,-4.681333,7.837000,-4.681333,21.593333,53.130465,49.340113,77.589295,73.311684,19.973667,0.485333,19.488333,65.250597,69.025088,70.500000,-40.826667,0.251000,-0.486667,7.895979,100.000000,1.062000,-0.067333,27.972980,86.638098,0.089333,-0.034000,24.908498,63.377594,0.269000,-0.120333,25.733044,63.368139,0.404000,-0.048333,30.435176,69.049236,0.054667,-0.012000,48.318287,62.090087,0.795000,-0.034667,52.892267,35.590790,0.211000,-0.007333,51.109751,56.786127,0.010333,-0.129000,24.661875,51.312472
M_DR_L106M2NAAA,79.344768,20.655232,0.444840,28.154430,1.331667,45.135068,0.335452,21.231165,0.214890,13.600633,0.666667,90.004523,0.300000,0.338333,-4.984579,43.030446,100.108590,-166.611057,-30.829261,6.013712,36.136803,19.453333,15.972000,3.481333,74.279529,41.182146,-3.932000,-7.330333,3.398333,15.095718,65.020057,7.876667,-5.148000,13.024667,40.275549,83.202223,26.123667,27.830000,8.528333,27.179000,31.704333,26.581667,23.176000,53.968642,58.728979,88.304092,91.796875,-2.535667,-0.566667,-5.231333,-4.352000,-1.449000,-4.352000,4.664667,38.414887,51.243141,95.911286,79.344768,4.008667,-3.847333,7.856000,55.662890,42.077693,2.793333,42.567667,-1.032000,42.879667,43.476667,2.136333,44.508667,78.968642,13.784049,80.714540,99.479167,-2.424000,-7.014333,4.590333,66.734472,75.910270,-16.584333,-24.660000,8.075667,50.966983,36.233072,-7.589333,4.619667,-13.975667,-11.317000,-5.925667,-11.317000,18.595333,58.925762,51.901199,95.287216,79.344768,14.832000,-2.569667,17.401667,92.937830,46.112888,28.030000,-15.746667,0.362333,-0.413667,36.303181,52.376761,1.016667,-0.056333,37.956276,62.014662,0.026333,-0.041333,80.399554,39.444899,0.133667,-0.180000,53.560567,36.172973,0.390667,-0.041000,30.391848,67.606763,0.041333,-0.012667,48.974531,41.557157,0.660333,-0.020333,58.646324,27.929024,0.197000,-0.008000,52.931296,90.400078,0.008333,-0.047667,46.147375,51.448489
M_DR_L119M1NAAA,68.300482,31.699518,0.953917,59.619792,1.315000,45.655514,0.725698,45.356110,0.514990,32.186875,0.605000,99.267399,0.461667,0.228333,-74.070928,62.884125,107.653070,-165.676118,-35.796859,6.105509,30.806736,34.539667,25.405333,9.134333,7.769424,60.035799,9.538667,1.250333,8.288333,60.386583,66.914498,9.717667,0.604667,9.113000,35.120230,86.807724,59.805667,59.996333,14.696333,27.619333,62.182333,27.619333,47.486000,2.380952,57.780160,94.676318,68.300482,-4.545000,9.076333,-5.047000,-0.577333,-0.027000,-5.481667,14.857000,53.784188,4.110670,78.957236,74.513197,-6.200333,-16.110333,9.910000,34.054878,71.624081,11.453000,46.796333,7.841667,48.033000,60.494333,8.166667,53.097667,67.920020,45.847268,76.400875,100.000000,4.303333,-1.716667,6.020000,86.553972,15.939128,-3.045667,-12.140000,9.094333,71.332343,2.916990,-2.622667,9.528333,-10.694000,-6.856333,6.953667,-6.856333,20.222333,47.067017,24.373241,77.554103,68.300482,-0.288667,-19.006000,18.717333,64.320715,63.895693,111.193333,-103.166667,0.754667,-0.272333,9.327537,54.988483,0.924000,-0.095667,44.979370,24.712456,0.114667,-0.058000,14.833519,32.763094,0.335000,-0.323333,10.259252,34.606285,0.374667,-0.037333,35.712437,25.084203,0.109333,-0.004667,54.757015,6.199477,1.001667,-0.096000,50.818360,1.902313,0.339000,-0.026667,54.969325,5.918181,0.143000,-0.042000,37.420102,59.828673
M_DR_L139M1NAAA,79.858713,20.141287,0.708287,42.159921,2.196667,27.327252,0.322669,19.206488,0.398380,23.713095,1.075000,55.813953,0.446667,0.660000,-18.600239,16.058740,32.339909,-218.428791,-28.319004,14.510753,109.010483,25.067333,20.419667,4.647667,34.044035,39.398242,5.076000,-3.348333,8.424333,14.418710,65.514096,0.263667,-7.384333,7.648000,28.021309,70.428965,44.719667,45.013000,15.395000,44.554333,54.824000,43.775000,39.429000,27.157738,56.715320,88.960962,92.689168,1.219000,6.302000,-5.289667,-2.859000,3.528000,-2.859000,11.591667,17.029523,72.414772,96.056066,79.858713,-0.216000,-7.695667,7.479667,34.988582,47.077605,5.935333,64.232667,0.392667,64.651000,71.092333,2.074000,70.844333,79.630986,19.853373,84.558401,99.070549,3.456667,-6.932000,10.388667,31.377586,80.342094,-6.519333,-22.010667,15.491333,64.977629,66.115093,4.086667,23.241000,-31.624333,-31.831333,7.601667,-33.678000,56.995333,63.696122,79.556581,97.409919,80.844206,15.988333,-6.788333,22.776667,66.277356,87.978150,56.576667,-74.626667,0.241333,-0.299000,6.739357,64.936541,0.983333,-0.088000,27.769866,92.005335,0.052000,-0.031000,41.457652,87.383214,0.292333,-0.108667,54.127921,97.021006,0.638667,-0.034667,32.382961,91.855185,0.032667,-0.018000,60.751153,27.236221,0.158333,-0.145333,58.292624,27.029416,0.107667,-0.011000,34.138210,92.005335,0.028333,-0.029333,25.593699,71.715550
M_DR_L148M1NAAA,67.880817,32.119183,0.962713,63.336404,1.276667,47.005270,0.754398,49.631437,0.475610,31.290132,0.633333,94.773327,0.536667,0.180000,-57.799410,52.730606,84.097631,-147.117932,-22.933624,-9.937017,69.764698,40.321667,30.118333,10.203333,95.964992,43.488079,13.414667,4.440333,8.974333,12.301768,71.664516,30.111333,13.412333,16.699000,8.896869,60.551271,56.484333,56.496000,24.951333,37.127000,63.133667,37.127000,38.182333,0.265604,54.314969,93.349787,67.880817,-14.978000,3.602667,-15.481333,-7.684667,-7.684667,-17.858667,21.951667,53.010292,2.643737,67.880817,99.734396,-14.608333,-29.692000,15.083667,64.753120,5.504036,8.601000,48.519667,8.090000,49.379333,57.341667,8.433667,49.643333,67.489107,4.738108,74.801822,99.353483,-2.470333,-10.690667,8.220333,83.943545,57.305054,-16.767667,-26.973667,10.206000,57.437856,70.963542,8.077667,8.095667,-9.183000,-7.039667,9.668333,-7.039667,18.851333,0.128700,64.869137,89.151514,67.880817,11.570000,-13.068000,24.638000,85.375414,90.494792,81.106667,-45.170000,0.437333,-0.387333,13.852866,52.619004,0.935667,-0.083000,22.745997,98.571993,0.060333,-0.036333,48.722188,65.353064,0.304000,-0.215000,53.411715,95.170773,0.274000,-0.106333,31.227812,6.138669,0.075667,-0.003333,39.297049,70.874582,1.042000,-0.186333,44.525193,6.014734,0.295333,-0.036333,52.744448,7.039570,0.124333,-0.044667,23.001467,42.598266
M_DR_L148M6NAAA,72.843982,27.156018,0.956863,58.714868,1.303333,46.096030,0.734554,45.073647,0.467907,28.711953,0.580000,103.514172,0.411667,0.251667,-56.336445,92.804482,150.443558,-199.872361,-96.719949,40.254605,45.952939,35.761333,22.248667,13.512667,100.000000,49.972267,13.330000,1.489000,11.841000,14.226143,76.934152,27.524333,9.029667,18.494667,8.475372,69.657182,52.613667,53.384667,15.383000,35.225667,54.191000,35.225667,38.985333,3.587104,57.530172,94.663063,72.843982,-14.987333,7.203333,-15.174333,-6.730667,-6.730667,-13.840333,22.736667,48.923565,2.235435,72.843982,88.027760,-17.356000,-29.074333,11.718333,12.545042,15.425747,1.444667,53.081333,1.298000,53.894333,59.528000,-1.438333,60.966333,72.459849,10.038610,77.586919,99.109633,-1.221333,-10.179000,8.957667,90.007894,64.037976,3.374667,-13.389667,16.764333,56.178174,33.995367,3.767000,16.921000,-8.351333,-6.263333,5.629667,-6.263333,25.272333,54.495938,70.916715,88.726793,72.843982,18.239000,-21.134000,39.373000,87.580992,67.445309,79.950000,-76.700000,0.626667,-0.814333,37.531835,55.096670,0.859667,-0.262667,43.631891,94.094261,0.069333,-0.087000,35.502597,59.009524,0.386333,-0.314667,60.778576,98.079332,0.345667,-0.189000,40.815629,37.253935,0.110667,-0.010333,56.435904,42.984338,1.058333,-0.197667,55.468871,4.981236,0.344333,-0.077333,55.715038,21.599749,0.158333,-0.160667,47.943266,64.284143
M_DR_L152M1NAAA,69.755485,30.244515,0.738260,45.292025,1.373333,43.964038,0.538458,33.034247,0.436140,26.757055,0.661667,90.915077,0.415000,0.256667,-20.042958,24.080971,44.451519,-82.752294,-31.795865,28.594019,21.381330,24.445000,19.842667,4.602333,71.091131,63.974729,1.083000,-5.283667,6.366667,66.160013,37.482265,-3.195000,-8.972667,5.777667,22.188683,41.765034,45.922333,46.108333,21.223000,26.559333,48.456667,26.559333,27.233667,1.486989,62.024359,98.984625,69.755485,3.369667,6.344000,-0.719667,-0.034333,4.044667,-0.034333,7.063667,21.468171,66.701369,94.832385,69.755485,12.653333,2.962333,9.691000,35.181481,55.662915,20.626667,44.707333,18.598667,45.197000,47.220667,17.280333,30.098333,69.389118,3.346379,72.960176,99.203187,2.673333,-6.794000,9.467333,76.843880,45.657210,-16.758333,-29.844000,13.085667,51.948698,80.389014,8.229000,17.489000,-4.477000,1.197000,10.513000,1.197000,21.966000,57.267704,9.011209,95.668078,69.755485,14.601667,-1.238333,15.840000,62.175204,74.768858,47.083333,-73.986667,0.563000,-0.220000,15.720845,63.083591,0.803000,-0.070333,38.652286,66.005319,0.120667,-0.027000,22.567272,24.523662,0.559000,-0.112667,14.893624,2.732917,0.089333,-0.149000,34.219198,62.808779,0.014667,-0.042333,28.075341,62.185694,0.889000,-0.175000,57.492383,8.091377,0.200333,-0.004333,57.275855,58.401149,0.032333,-0.128667,7.281034,56.568884
M_DR_L157M1NAAA,73.409487,26.590513,1.138473,79.613520,1.441667,41.622607,0.789778,55.229208,0.581507,40.664802,0.675000,88.892141,0.445000,0.201667,-61.418904,71.511881,32.779615,-82.274343,-49.737359,-10.736670,67.649307,28.402000,10.871667,17.530333,22.895121,49.943957,1.423667,-10.212333,11.636000,47.481775,66.119556,5.950333,-26.213333,32.163667,34.647955,28.070175,60.690000,66.348333,12.497000,28.193000,59.987000,28.193000,53.851333,7.050038,58.257146,98.724415,73.409487,12.328667,13.700667,1.410333,2.109000,17.438667,-0.534333,20.217667,3.775051,65.120798,97.435429,78.919063,-23.489000,-49.880333,26.391333,61.145992,9.321193,41.048333,52.782667,34.167333,46.261667,54.757000,40.092000,20.589667,10.634329,17.543976,87.857269,100.000000,-24.473000,-52.414333,27.941333,33.915325,84.388351,17.221333,-4.089333,21.310667,24.823093,57.456791,-12.783667,11.033333,-19.855333,-15.790667,3.415333,-15.790667,30.888667,19.982042,68.091771,90.508809,73.409487,-9.601333,-67.435667,57.834333,72.986028,13.641536,33.133333,-103.256667,1.128000,-0.911667,3.583073,55.020194,1.564667,-0.883000,3.585877,62.305369,0.327333,-0.127667,25.255798,61.728401,1.855667,-0.486333,10.287474,33.913255,0.443000,-0.621667,100.000000,27.627857,0.033667,-0.175667,100.000000,46.790502,0.302667,-0.064667,36.616632,65.662568,0.017667,-0.112333,92.298743,37.944888,0.857667,-0.018333,37.566457,67.579909
M_DR_L157M2NAAA,72.106271,27.893729,1.048490,72.811806,1.170000,51.320902,0.896609,62.264479,0.534387,37.110185,0.590000,101.870328,0.425000,0.220000,-97.775425,52.732778,27.791733,-120.470617,-31.933097,-8.621449,57.546687,35.548333,20.048667,15.499667,29.231751,32.492997,-2.522333,-12.568000,10.045667,49.634370,32.306878,7.857333,-18.302667,26.160000,49.894420,33.341425,66.375667,69.671667,24.395333,41.092667,65.651667,41.035667,45.276333,8.421520,53.729535,99.023710,72.246327,6.598333,10.026333,-4.366000,2.679667,11.491333,-2.176667,18.787667,22.226173,38.942552,98.462314,84.149401,-13.819667,-36.324667,22.505000,94.336650,41.874261,44.849000,56.807000,38.694000,53.191333,65.838667,44.241000,27.546333,12.706940,25.278116,86.631595,100.000000,-17.729000,-40.158333,22.429333,66.809067,85.356078,20.936667,0.962333,19.974333,21.491441,67.843189,5.118000,19.134333,-10.186333,-1.086333,14.822333,-1.086333,30.794333,24.010931,45.354570,92.743379,72.106271,-9.547667,-48.120333,38.572667,83.794918,6.630342,30.136667,-69.000000,0.784333,-0.978000,9.063871,55.565861,0.878333,-0.727333,14.408958,76.163423,0.255333,-0.162000,52.148075,90.945393,1.863000,-0.516667,13.562288,66.806137,0.275667,-0.242333,34.923088,32.776284,0.022667,-0.197000,0.427674,46.862472,0.548000,-0.065000,42.752406,63.736234,0.023333,-0.081667,70.953069,31.380602,0.568667,-0.018000,44.031913,0.427674
M_DR_L157M3NAAA,70.660772,29.339228,1.058617,72.507991,1.181667,51.044530,0.893718,61.213590,0.617807,42.315525,0.635000,95.020379,0.425000,0.195000,-63.946747,49.997816,25.291294,-118.188351,-48.197042,-20.611249,42.395373,31.706000,18.917667,12.788333,45.158359,31.503268,-2.110333,-12.276333,10.166000,39.710845,69.003115,2.641000,-23.239000,25.880000,39.900357,66.038116,58.564667,61.063667,19.412333,33.838667,59.621333,33.838667,42.991000,7.711731,53.350055,100.000000,70.660772,8.903667,9.838667,-0.015000,4.636000,14.613000,-0.345000,15.213000,17.795950,46.049875,99.215686,82.671340,22.031333,2.020333,20.011000,94.628612,24.807510,41.013333,50.873000,37.713333,49.464333,59.151000,36.216667,24.118000,64.043812,23.098314,83.816734,100.000000,0.167000,-14.118667,14.285667,99.199346,77.506796,-17.732667,-32.560667,14.828000,12.205577,68.207348,-5.198000,7.760333,-10.312333,-4.802000,7.335333,-5.331000,18.531000,22.695773,44.293186,91.159214,80.382994,-10.670333,-56.017333,45.347000,78.478712,45.158436,36.153333,-61.276667,0.913667,-1.070333,10.872656,54.688855,0.676000,-0.328000,35.944429,83.177341,0.215333,-0.107333,49.592572,65.059098,1.270000,-0.425000,13.498565,99.738562,0.388667,-0.568000,100.000000,36.267943,0.030000,-0.192000,99.869281,49.033657,0.344333,-0.082667,22.048668,60.505696,0.077333,-0.055000,40.708188,32.849017,0.657000,-0.018667,42.904221,99.861111
M_DR_L157M4NAAA,76.604850,23.395150,1.039437,71.194292,1.318333,45.553753,0.789942,54.105642,0.503487,34.485388,0.638333,94.057158,0.425000,0.260000,-70.795820,56.650291,28.371809,-86.695025,-34.900956,-8.987915,82.054577,24.587667,13.678333,10.909333,27.721070,32.260908,-1.854000,-11.136333,9.282333,36.371998,9.395426,5.690000,-20.918333,26.608333,36.699158,66.666667,59.803000,59.884667,22.756667,37.859667,61.628667,37.859667,38.872000,3.132832,55.973909,99.629589,76.604850,5.042000,6.181000,-2.880667,-0.415667,9.087667,-3.575667,13.238333,17.914846,36.618652,99.877451,85.733097,15.569667,-6.025000,21.594667,59.957300,70.955882,48.494333,63.420000,45.897667,63.653667,68.406333,45.604667,22.906000,72.799675,2.039029,84.961900,100.000000,-1.782333,-11.267000,9.484667,51.196427,53.293145,-11.505667,-33.772000,22.266333,11.661146,47.037252,-17.439333,-4.804667,-31.801000,-24.384333,-10.004000,-24.384333,26.996333,6.092240,68.605333,86.722692,76.604850,10.542333,-75.113333,85.655667,76.508618,16.857295,30.856667,-46.676667,1.064333,-1.054667,71.805007,60.530963,0.530000,-0.389000,38.060916,73.931213,0.237667,-0.179667,54.171718,90.646916,1.409333,-0.687667,49.459570,100.000000,0.468000,-0.905000,100.000000,46.441060,0.027667,-0.298000,0.511367,51.564074,0.283000,-0.070333,19.072905,64.010381,0.079667,-0.055667,45.551830,52.296178,0.703333,-0.009667,44.376242,62.403251
M_DR_L157M5NAAA,73.946408,26.053592,1.024073,64.814768,1.298333,46.361430,0.794116,50.260513,0.535597,33.898523,0.676667,88.961868,0.428333,0.288333,-73.742089,39.924679,23.956429,-124.244813,11.932846,-9.277478,72.945918,33.021667,23.160000,9.861667,58.164764,97.065061,3.014333,-11.014333,14.028667,35.143177,72.518237,2.699333,-22.414000,25.113333,31.736683,74.194277,67.567000,67.658333,32.732000,48.048667,68.370000,48.048667,35.848000,3.812034,53.625443,96.903304,73.946408,11.428667,15.849667,5.222000,9.276000,15.984667,5.027667,12.767667,38.547410,30.659326,100.000000,85.780170,14.880333,-7.783333,22.663667,57.550334,29.735603,49.782333,63.461333,48.062000,63.558000,68.909000,45.358000,23.551000,72.044911,1.776148,84.896371,100.000000,-2.603667,-19.819333,17.215667,67.355372,50.679178,-28.415667,-49.654667,21.239000,12.257629,55.453009,-13.576333,-0.904667,-27.667333,-21.345667,-3.537667,-21.345667,27.742000,6.283836,67.666413,90.948817,73.946408,-9.051000,-59.230000,50.179000,81.980773,40.256744,34.920000,-53.800000,1.209667,-1.182667,40.488931,55.335443,0.822667,-0.413000,17.112729,53.333053,0.349000,-0.214667,47.238392,34.508113,1.198667,-0.534667,32.952972,34.226173,0.557000,-1.266333,100.000000,45.877594,0.025667,-0.252333,100.000000,52.081776,0.284000,-0.140000,26.602743,60.956961,0.033667,-0.096667,48.731754,20.796518,0.583333,-0.014667,35.232018,100.000000
M_DR_L162M1NAAA,64.394108,35.605892,1.155667,66.038095,1.170000,51.299134,0.987234,56.413379,0.635547,36.316952,0.616667,97.307210,0.440000,0.193333,-81.360268,82.125969,187.258473,-162.138241,-104.433734,31.035012,39.609924,16.491000,9.553333,6.937667,32.489451,32.546821,2.172333,-2.738333,4.910667,39.181287,56.540084,-1.024333,-9.182667,8.158333,36.916130,57.946554,42.765667,42.786000,0.687667,14.614000,42.741000,14.614000,42.448333,0.703235,53.982530,97.721889,64.394108,3.171000,10.168333,-0.869333,-1.055000,5.025667,-2.200333,12.368667,27.664890,63.966615,99.415205,68.539492,0.050333,-12.534000,12.584333,34.904508,39.046191,3.876667,46.351333,0.028333,47.552333,58.407667,3.942000,58.379333,63.966615,42.580872,72.499815,97.575690,-6.830667,-12.630000,5.799333,89.177585,52.481679,4.682667,-10.635000,15.317667,17.099711,34.632467,2.003333,9.730667,-13.021667,-12.944333,3.443667,-12.944333,22.867333,50.708787,63.820416,89.701310,64.394108,16.444667,-11.673000,28.117667,85.459694,45.292028,103.683333,-180.606667,0.510333,-0.563333,97.164853,48.695314,0.964000,-0.204667,15.671034,97.429491,0.217667,-0.063667,15.102894,79.426679,0.831667,-0.344000,13.528018,96.872455,0.249667,-0.064667,46.152565,73.092013,0.049000,-0.022333,48.723074,14.394108,0.953333,-0.310667,50.410837,6.417944,0.143667,-0.104667,52.824043,14.383004,0.149667,-0.024000,50.708787,22.398031
M_DR_L175M2NAAA,62.074380,37.925620,0.946250,67.589286,1.368333,43.915209,0.691317,49.379813,0.491837,35.131190,0.716667,84.061025,0.451667,0.228333,-36.918944,46.953805,106.912971,-111.270410,-89.988831,15.810816,25.161757,21.484000,12.411333,9.072667,38.497143,97.152881,2.989333,-4.665000,7.654333,11.201770,59.373045,5.512333,-14.710667,20.223000,19.709438,66.791580,40.278667,42.289000,2.984667,16.507667,38.823000,16.507667,39.304333,6.982607,52.450858,84.287696,62.074380,-5.614000,1.575667,-7.854667,-4.149000,4.682333,-4.149000,13.170000,12.670677,39.753455,82.917341,62.074380,6.462333,-8.875333,15.337667,85.640241,20.720721,10.784333,41.266333,9.166000,42.373333,52.140000,1.542333,50.597667,61.708420,16.254417,68.649058,94.095594,1.544667,-12.315333,13.860000,94.208494,63.989222,8.740667,-6.448667,15.189333,15.930149,86.461115,7.241333,25.192667,-4.608000,-5.237333,5.737000,-5.593000,30.785667,51.844261,41.631200,92.080635,62.558126,32.792667,9.296333,23.496333,84.156013,43.995894,38.470000,-47.853333,0.327000,-0.349667,9.729025,52.718391,0.561667,-0.181333,27.385628,97.075697,0.088000,-0.020333,14.100546,57.472297,0.399333,-0.094000,10.887005,97.341540,0.296667,-0.082333,15.557632,97.077385,0.046000,-0.007000,48.881366,71.600139,0.625333,-0.035333,49.767975,2.443935,0.105000,-0.013000,50.854941,97.120458,0.011667,-0.200000,23.513853,51.363893
M_DR_L180M1NAAA,71.021915,28.978085,0.981017,56.058095,1.243333,48.268357,0.789765,45.129421,0.560993,32.056762,0.630000,95.254096,0.408333,0.216667,-47.134509,47.909449,108.568187,-187.310165,0.897072,32.653177,12.676493,27.075000,20.320333,6.754667,37.473060,58.943089,5.083667,-1.265333,6.349000,24.392378,65.879265,8.346000,-4.495333,12.841333,20.776519,65.868596,43.054333,43.157333,12.996667,28.107333,45.087333,28.107333,32.351000,1.337943,59.496831,98.556430,71.021915,-7.270667,6.996667,-7.564000,-0.428667,0.061667,-4.490333,14.560667,46.201694,1.892751,75.357958,100.000000,-10.004333,-28.317667,18.313333,52.951155,67.673858,6.760000,46.377667,5.179333,47.971000,60.731333,5.813333,55.588667,70.619679,34.597657,77.322194,98.513753,0.072667,-11.429667,11.502333,21.580991,79.180804,5.734667,-6.507333,12.242000,14.667221,82.614216,0.277000,11.897333,-10.342000,-2.786000,8.987333,-2.786000,22.239333,52.951155,26.611613,94.805070,71.021915,11.921333,-17.363000,29.284333,88.059877,77.991166,44.810000,-43.953333,0.494000,-0.420667,71.348399,56.698248,0.909333,-0.223000,21.707957,66.072381,0.042333,-0.053333,63.089218,50.135501,0.138667,-0.297333,74.646309,97.980283,0.469333,-0.086667,21.843459,64.992638,0.080333,-0.019333,51.071208,46.153682,1.112667,-0.066333,52.807119,2.142415,0.131667,-0.017333,57.341613,61.234876,0.053333,-0.057333,56.447517,64.524252
M_DR_L181M4NAAA,67.040650,32.959350,1.000367,80.029333,1.016667,59.024390,0.984339,78.747128,0.505290,40.423200,0.508333,118.042872,0.345000,0.175000,-98.775145,70.498940,127.771252,-195.087793,-127.169407,32.441918,64.526693,29.544667,21.668667,7.876000,64.784553,21.967480,6.567333,-4.224000,10.791333,38.467480,33.333333,8.496333,-1.740333,10.236667,20.000000,66.471545,64.752667,66.169000,15.357333,26.261000,62.794000,26.261000,50.811667,2.166667,57.540650,100.000000,67.040650,-6.702000,7.013000,-7.603000,-1.000333,-0.376000,-3.907667,16.679000,53.109756,22.439024,79.073171,89.906504,-36.376667,-50.640000,14.263333,11.963415,6.227642,12.486667,44.239667,10.789000,45.856000,59.664667,8.812667,50.852000,66.548780,29.930894,75.735772,98.682927,-11.684000,-37.300000,25.616000,82.926829,70.004065,27.260000,-8.701333,35.961333,15.052846,74.752033,11.038333,22.398000,-9.856333,-10.929667,11.926667,-13.095000,35.493000,48.182927,66.548780,97.532520,68.520325,28.391667,2.611667,25.780000,71.548780,50.463415,55.083333,-60.486667,0.612667,-0.703000,36.630081,51.638211,1.108000,-0.154000,10.642276,84.752033,0.264333,-0.050667,12.630081,93.369919,0.923333,-0.294667,12.130081,98.678862,0.397667,-0.058000,50.650407,93.207317,0.138000,-0.011667,51.142276,24.463415,0.930667,-0.273000,50.650407,4.252033,0.415333,-0.019000,50.634146,56.821138,0.071667,-0.345000,3.430894,52.780488
